	cell_4
601.0	0.12887557258676852
601.4997498749375	0.1334954099524117
601.999499749875	0.1382610122824261
602.4992496248124	0.14317620333518358
602.9989994997499	0.14824487895661118
603.4987493746873	0.15347100746410577
603.9984992496248	0.1588586299959534
604.4982491245623	0.16441186082490664
604.9979989994997	0.17013488763454485
605.4977488744372	0.17603197175705754
605.9974987493747	0.18210744837106466
606.4972486243122	0.18836572665810683
606.9969984992496	0.19481128991641156
607.4967483741871	0.20144869563056325
607.9964982491246	0.2082825754956893
608.496248124062	0.2153176353947831
608.9959979989995	0.22255865532779495
609.4957478739369	0.23001048929111023
609.9954977488744	0.2376780651060617
610.4952476238119	0.24556638419511795
610.9949974987494	0.2536805213044021
611.4947473736869	0.2620256241712185
611.9944972486243	0.27060691313526125
612.4942471235618	0.27942968069221347
612.9939969984993	0.28849929098844984
613.4937468734367	0.29782117925558443
613.9934967483742	0.3074008511836207
614.4932466233116	0.3172438822314974
614.9929964982491	0.32735591687382676
615.4927463731866	0.3377426677826774
615.9924962481241	0.3484099149432697
616.4922461230615	0.3593635047024757
616.991995997999	0.37060934874907203
617.4917458729365	0.3821534230247161
617.991495747874	0.39400176656465086
618.4912456228114	0.4061604802671975
618.9909954977488	0.41863572559113643
619.4907453726863	0.43143372318010215
619.9904952476238	0.44456075141320095
620.4902451225613	0.4580231448810729
620.9899949974988	0.4718272927866948
621.4897448724362	0.48597963727027216
621.9894947473737	0.5004866716576101
622.4892446223112	0.51535493863143
622.9889944972487	0.53059102832514
623.4887443721861	0.5462015763386516
623.9884942471235	0.562193261675875
624.488244122061	0.5785728046036043
624.9879939969985	0.5953469644315824
625.487743871936	0.6125225372135817
625.9874937468734	0.6301063533694189
626.4872436218109	0.648105275227914
626.9869934967484	0.6665261944908422
627.4867433716859	0.6853760296180459
627.9864932466234	0.704661723133908
628.4862431215607	0.7243902388555219
628.9859929964982	0.7445685590429169
629.4857428714357	0.7652036814718356
629.9854927463732	0.7863026164295993
630.4852426213107	0.8078723836347205
630.9849924962481	0.8299200090809792
631.4847423711856	0.8524525218067964
631.9844922461231	0.8754769505907987
632.4842421210606	0.8990003205745801
632.9839919959979	0.9230296498137571
633.4837418709354	0.9475719457584911
633.9834917458729	0.97263420166476
634.4832416208104	0.9982233929377459
634.9829914957479	1.0243464734088108
635.4827413706853	1.0510103715476022
635.9824912456228	1.0782219866109704
636.4822411205603	1.1059881847304103
636.9819909954978	1.1343157949399039
637.4817408704353	1.1632116051460812
637.9814907453726	1.1926823580427441
638.4812406203101	1.2227347469718683
638.9809904952476	1.2533754117333236
639.4807403701851	1.2846109343456054
639.9804902451226	1.3164478347599975
640.48024012006	1.3488925665306655
640.9799899949975	1.381951512443266
641.479739869935	1.4156309801047455
641.9794897448725	1.4499371974971134
642.47923961981	1.4848763084980177
642.9789894947473	1.5204543683710876
643.4787393696848	1.5566773392290572
643.9784892446223	1.5935510854727615
644.4782391195598	1.6310813692092154
644.9779889944973	1.6692738456520195
645.4777388694347	1.7081340585074292
645.9774887443722	1.7476674353495272
646.4772386193097	1.787879282987929
646.9769884942472	1.8287747828316419
647.4767383691845	1.8703589862526135
647.976488244122	1.9126368099527322
648.4762381190595	1.9556130313379299
648.975987993997	1.9992922839032725
649.4757378689345	2.043679052632802
649.9754877438719	2.0887776694180786
650.4752376188094	2.1345923084993523
650.9749874937469	2.181126981933342
651.4747373686844	2.228385535091662
651.9744872436219	2.276371642193919
652.4742371185592	2.325088801879634
652.9739869934967	2.374540332823034
653.4737368684342	2.4247293693948935
653.9734867433717	2.475658857375594
654.4732366183091	2.5273315497235336
654.9729864932466	2.5797500024030855
655.4727363681841	2.6329165702763335
655.9724862431216	2.6868334030626864
656.4722361180591	2.7415024413706437
656.9719859929965	2.796925412805827
657.471735867934	2.8531038281594583
657.9714857428714	2.910038977681431
658.4712356178089	2.967731927442101
658.9709854927464	3.026183515786859
659.4707353676838	3.0853943498875815
659.9704852426213	3.1453648023949436
660.4702351175588	3.206095008195608
660.9699849924963	3.267584861278194
661.4697348674338	3.329834011711908
661.9694847423712	3.392841862741657
662.4692346173086	3.4566075680034345
662.9689844922461	3.5211300288635656
663.4687343671836	3.5864078918855844
663.9684842421211	3.652439546428132
664.4682341170585	3.7192231223774095
664.967983991996	3.7867564880175624
665.4677338669335	3.8550372480422244
665.967483741871	3.9240627417104275
666.4672336168084	3.993830041149973
666.9669834917459	4.064335949811215
667.4667333666833	4.135577001074087
667.9664832416208	4.20754945701123
668.4662331165583	4.280249307309699
668.9659829914957	4.353672268353868
669.4657328664332	4.427813782471882
669.9654827413707	4.502669017347879
670.4652326163082	4.578232865602101
670.9649824912456	4.654499944540917
671.4647323661831	4.7314645960785
671.9644822411205	4.809120886831935
672.464232116058	4.887462608391229
672.9639819909955	4.966483277765647
673.4637318659329	5.046176138007572
673.9634817408704	5.1265341590150015
674.4632316158079	5.207550038513561
674.9629814907454	5.289216203218784
675.4627313656829	5.3715248101792685
675.9624812406203	5.454467748301117
676.4622311155578	5.538036640053891
676.9619809904952	5.622222843358169
677.4617308654327	5.707017453654664
677.9614807403702	5.792411306154544
678.4612306153076	5.878394978270593
678.9609804902451	5.9649587922285585
679.4607303651826	6.052092817857929
679.9604802401201	6.139786875561123
680.4602301150576	6.228030539460032
680.959979989995	6.3168131407185
681.4597298649325	6.4061237710393355
681.95947973987	6.495951286334151
682.4592296148074	6.586284310564187
682.9589794897449	6.677111239750103
683.4587293646823	6.768420246148587
683.9584792396198	6.860199282593371
684.4582291145573	6.9524360869981745
684.9579789894948	7.045118187018869
685.4577288644322	7.138232904871978
685.9574787393697	7.231767362306563
686.4572286143072	7.3257084857261985
686.9569784892446	7.420043011457863
687.4567283641821	7.514757491164088
687.9564782391195	7.609838297394814
688.456228114057	7.705271629275178
688.9559779889945	7.801043518325222
689.455727863932	7.897139834407499
689.9554777388694	7.993546291798372
690.4552276138069	8.09024845537863
690.9549774887444	8.187231746938954
691.4547273636819	8.284481451595658
691.9544772386193	8.381982724311966
692.4542271135567	8.47972059652
692.9539769884942	8.577679982838557
693.4537268634317	8.675845687881619
693.9534767383692	8.774202413152429
694.4532266133067	8.872734764017963
694.9529764882441	8.971427256758414
695.4527263631816	9.070264325686303
695.9524762381191	9.169230330329757
696.4522261130566	9.268309562674377
696.951975987994	9.367486254458079
697.4517258629314	9.466744584513275
697.9514757378689	9.566068686150603
698.4512256128064	9.665442654578515
698.9509754877439	9.76485055435281
699.4507253626814	9.864276426850399
699.9504752376188	9.9637042977613
700.4502251125563	10.06311818459306
700.9499749874938	10.162502104181682
701.4497248624313	10.261840080203116
701.9494747373687	10.361116150679436
702.4492246123061	10.460314375473786
702.9489744872436	10.559418843768189
703.4487243621811	10.658413681518361
703.9484742371186	10.757283058879711
704.448224112056	10.85601119759859
